City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,guantanamo,20.1444,-75.2092,80.17,83,61,3.0,CU,1681950407
365,midelt,32.6852,-4.7451,54.18,63,89,7.56,MA,1681950407
366,at taraf,25.3628,49.725,73.94,37,100,0.58,SA,1681950407
367,severo-yeniseyskiy,60.3725,93.0408,7.32,96,96,3.89,RU,1681950407
368,remire-montjoly,4.9167,-52.2667,75.24,100,75,0.0,GF,1681950347
369,conde,-7.2597,-34.9075,80.06,89,40,5.75,BR,1681950407
370,neryungri,56.6709,124.6491,20.37,86,100,11.14,RU,1681950407
371,lyman,48.9884,37.8023,50.41,80,84,11.45,UA,1681950408
372,kostomuksha,64.571,30.5767,33.26,100,100,5.68,RU,1681950408
373,al jawf,29.5,38.75,74.61,32,95,5.7,SA,1681950408
374,chinchani,19.8667,72.7,82.09,70,1,7.29,IN,1681950408
375,gulf shores,30.246,-87.7008,72.07,65,0,1.99,US,1681950408
376,mahalapye,-23.1041,26.8142,60.49,46,0,7.31,BW,1681950409
377,lethem,3.3803,-59.7968,82.63,60,93,8.79,GY,1681950409
378,port blair,11.6667,92.75,81.37,76,30,7.11,IN,1681950409
379,viedma,-40.8135,-62.9967,62.67,54,0,5.39,AR,1681950409
380,mtwara,-10.2667,40.1833,75.2,92,100,8.97,TZ,1681950409
381,port alfred,-33.5906,26.891,76.68,46,93,9.17,ZA,1681950174
382,kismayo,-0.3582,42.5454,81.21,79,85,9.82,SO,1681950410
383,ryotsu-minato,38.0833,138.4333,61.41,71,2,8.39,JP,1681950410
384,ghat,24.9647,10.1728,74.28,13,35,7.78,LY,1681950410
385,tindouf,27.6711,-8.1474,62.44,62,36,21.34,DZ,1681950410
386,yengema,8.7167,-11.1667,75.69,84,51,2.8,SL,1681950410
387,binghamton,42.0987,-75.918,47.08,66,0,8.05,US,1681950163
388,broome,42.2506,-75.833,46.78,65,0,8.05,US,1681950193
389,wickenburg,33.9686,-112.7296,76.44,9,26,16.55,US,1681950190
390,andratx,39.5755,2.4202,54.45,69,100,0.67,ES,1681950411
391,hlukhiv,51.6782,33.9162,45.81,80,100,15.46,UA,1681950411
392,inari,68.906,27.0288,41.2,92,100,6.71,FI,1681950411
393,prince rupert,54.3161,-130.3201,46.49,72,75,11.5,CA,1681950411
394,le port,-20.9373,55.2919,76.96,93,21,7.34,RE,1681950411
395,bodaybo,57.8506,114.1933,20.34,80,100,2.24,RU,1681950411
396,i-n-salah,27.1935,2.4607,80.78,16,1,9.35,DZ,1681950412
397,kone,-21.0595,164.8658,82.89,63,0,2.28,NC,1681950412
398,ladysmith,48.9829,-123.8194,50.58,64,75,6.91,CA,1681950412
399,korhogo,9.45,-5.6333,81.52,52,90,7.0,CI,1681950412
400,molde,62.7375,7.1591,43.7,81,28,6.91,NO,1681950412
401,giddings,30.1827,-96.9364,77.23,69,75,6.91,US,1681950229
402,ngorongoro,-3.2397,35.4875,52.07,98,99,4.83,TZ,1681950412
403,kiunga,-6.1219,141.2906,82.72,73,98,1.45,PG,1681950412
404,katima mulilo,-17.5,24.2667,70.52,53,82,4.61,NA,1681950413
405,beardstown,40.0176,-90.4243,79.41,64,85,16.71,US,1681950413
406,san luis de la loma,17.2706,-100.8939,83.19,62,80,7.94,MX,1681950413
407,miass,55.045,60.1083,39.4,75,100,3.0,RU,1681950413
408,louhans,46.6667,5.1667,49.77,75,28,5.1,FR,1681950154
409,gadzhiyevo,69.2551,33.3362,37.51,91,100,21.18,RU,1681950413
410,baruun-urt,46.6806,113.2792,32.67,21,2,18.07,MN,1681950187
411,goz beida,13.95,20.55,84.36,14,0,4.29,TD,1681950414
412,kikwit,-5.041,18.8162,74.61,85,70,2.59,CD,1681950414
413,uzgen,40.7699,73.3007,41.29,58,74,4.52,KG,1681950414
414,peniche,39.3558,-9.3811,60.12,84,54,8.86,PT,1681950414
415,stroitel',50.7854,36.4831,46.22,75,75,8.95,RU,1681950415
416,lensk,60.7253,114.9278,23.76,65,100,5.28,RU,1681950415
417,centerport,40.8854,-73.3762,54.84,61,0,5.75,US,1681950415
418,egilsstadir,65.2653,-14.3948,42.71,81,0,4.61,IS,1681950415
419,glace bay,46.1969,-59.957,43.9,88,40,7.0,CA,1681950416
420,minas,-34.3759,-55.2377,53.49,82,89,8.16,UY,1681950416
421,anna regina,7.2644,-58.5077,78.37,81,22,9.53,GY,1681950417
422,mahajanga,-15.7167,46.3167,77.02,88,20,3.44,MG,1681950417
423,north haven,41.3909,-72.8595,51.84,56,0,4.61,US,1681950417
424,raduzhny,62.0961,77.475,21.43,97,100,6.2,RU,1681950417
425,bontang,0.1333,117.5,80.01,83,98,1.7,ID,1681950418
426,rajaori,33.3833,74.3,56.61,79,45,5.21,IN,1681950418
427,nemuro,43.3236,145.575,41.83,85,75,6.02,JP,1681950418
428,masvingo,-20.0637,30.8277,55.11,89,0,4.18,ZW,1681950418
429,kincardine,56.0667,-3.7167,45.55,90,1,5.57,GB,1681950419
430,turaif,31.6725,38.6637,66.45,52,40,11.5,SA,1681950419
431,yuzhno-kurilsk,44.0306,145.8556,44.94,74,38,4.41,RU,1681950419
432,khorugh,37.4897,71.553,33.6,91,97,2.08,TJ,1681950419
433,ginir,7.1333,40.7,57.06,88,4,5.28,ET,1681950419
434,winchester,51.0651,-1.3187,45.5,69,25,10.36,GB,1681950420
435,istaravshan,39.9142,69.0033,41.92,58,8,1.7,TJ,1681950420
436,midvagur,62.0511,-7.1939,43.63,75,0,2.3,FO,1681950420
437,maracacume,-2.0428,-45.9592,74.37,98,96,2.82,BR,1681950420
438,springbok,-29.6643,17.8865,51.58,68,98,5.08,ZA,1681950420
439,antsiranana,-12.2787,49.2917,77.56,78,93,11.54,MG,1681950420
440,katsuren-haebaru,26.3369,127.8719,77.77,92,100,11.5,JP,1681950421
441,yuzhnoural'sk,54.4418,61.2536,39.22,91,100,8.01,RU,1681950421
442,mahina,-17.5065,-149.489,87.57,66,75,16.11,PF,1681950300
443,san matias,-16.3667,-58.4,73.13,90,97,4.92,BO,1681950421
444,la ronge,55.1001,-105.2842,37.65,32,75,16.11,CA,1681950421
445,hilo,19.7297,-155.09,80.28,77,40,14.97,US,1681950175
446,chibougamau,49.9168,-74.3659,24.42,74,100,8.05,CA,1681950422
447,khorixas,-20.3667,14.9667,70.48,56,35,3.62,NA,1681950423
448,fiambala,-27.6871,-67.6149,64.38,43,0,4.34,AR,1681950424
449,akrehamn,59.2667,5.1833,45.21,61,8,5.75,NO,1681950425
450,shingu,33.7333,135.9833,68.0,77,100,5.84,JP,1681950425
451,isola di capo rizzuto,38.96,17.0933,53.19,76,4,5.01,IT,1681950425
452,buka,40.8108,69.1986,45.81,56,0,2.77,UZ,1681950426
453,tralee,52.2704,-9.7026,45.01,96,39,8.16,IE,1681950426
454,mmabatho,-25.85,25.6333,58.96,33,0,5.61,ZA,1681950426
455,mont-tremblant,46.1949,-74.6264,36.99,75,100,2.3,CA,1681950160
456,kavieng,-2.5744,150.7967,83.37,69,69,2.75,PG,1681950427
457,beira,-19.8436,34.8389,71.69,100,20,5.75,MZ,1681950428
458,mejit,10.2753,170.8646,80.2,81,98,17.96,MH,1681950428
459,bubaque,11.2833,-15.8333,78.53,72,27,19.71,GW,1681950429
460,vredendal,-31.6683,18.5012,60.58,77,100,7.67,ZA,1681950429
461,pasighat,28.0667,95.3333,75.88,59,83,4.63,IN,1681950430
462,merkezefendi,37.7918,29.0667,50.83,85,61,2.08,TR,1681950430
463,newman,37.3138,-121.0208,66.43,35,4,13.0,US,1681950431
464,guajara mirim,-10.7828,-65.3394,76.82,88,100,1.48,BR,1681950431
465,nova vicosa,-17.8919,-39.3719,80.13,89,64,10.54,BR,1681950431
466,loango,-4.6719,11.8312,80.78,85,98,2.39,CG,1681950431
467,kralendijk,12.15,-68.2667,78.78,78,20,14.97,BQ,1681950432
468,kapa'a,22.0752,-159.319,81.48,67,40,16.11,US,1681950432
469,zag,46.9441,99.165,22.96,20,5,2.8,MN,1681950433
470,chimore,-16.9833,-65.1333,67.55,99,100,0.67,BO,1681950433
471,guayaramerin,-10.8368,-65.3614,76.71,89,100,1.23,BO,1681950433
472,langxiang,46.95,128.8833,43.47,50,81,19.46,CN,1681950434
473,carutapera,-1.195,-46.02,76.35,92,100,3.65,BR,1681950434
474,kota kinabalu,5.9749,116.0724,84.18,70,20,5.01,MY,1681950231
475,recreo,-29.2818,-65.061,68.81,32,6,7.63,AR,1681950435
476,ryki,51.6257,21.9327,47.59,46,100,5.59,PL,1681950435
477,pulwama,33.874,74.8996,46.0,96,94,0.96,IN,1681950435
478,mount gambier,-37.8333,140.7667,59.65,74,99,6.31,AU,1681950228
479,zimatlan de alvarez,16.8667,-96.7833,70.05,64,100,27.63,MX,1681950436
480,agat village,13.3886,144.6585,85.75,69,55,1.99,GU,1681950436
481,lagoa,39.05,-27.9833,55.81,64,60,25.95,PT,1681950190
482,chateaudun,48.0833,1.3333,49.95,88,0,9.48,FR,1681950437
483,veinticinco de mayo,-35.4323,-60.1727,47.98,75,0,4.76,AR,1681950437
484,kill devil hills,36.0307,-75.676,62.6,89,0,0.0,US,1681950438
485,anloga,5.7947,0.8973,82.8,77,98,5.5,GH,1681950170
486,qala i naw,34.9874,63.1289,48.34,53,0,1.83,AF,1681950438
487,cova figueira,14.8905,-24.2934,68.47,79,69,11.54,CV,1681950439
488,pundong,-7.9522,110.3486,79.59,84,42,4.5,ID,1681950439
489,haffouz,35.6324,9.6762,60.03,67,83,1.39,TN,1681950439
490,lloydminster,53.2835,-110.0016,35.82,60,100,13.8,CA,1681950440
491,fortuna,40.5982,-124.1573,56.93,61,28,4.0,US,1681950401
492,ambasa,23.9172,91.8472,76.03,89,41,4.97,IN,1681950440
493,batamshinskiy,50.5594,58.2747,40.78,67,95,5.61,KZ,1681950441
494,avesta,60.1455,16.1679,32.59,64,2,0.92,SE,1681950441
495,pallisa,1.145,33.7094,65.37,94,98,4.9,UG,1681950442
496,dolgorukovo,52.3195,38.3453,47.35,57,100,10.38,RU,1681950443
497,kolonia town,6.964,158.206,82.51,83,100,10.36,FM,1681950443
498,castillos,-34.1667,-53.8333,57.87,69,82,12.95,UY,1681950443
499,kasane,-17.8167,25.15,65.48,60,56,2.33,BW,1681950443
500,sarandi del yi,-33.35,-55.6333,50.77,89,74,8.39,UY,1681950443
501,lyubymivka,46.8106,33.5686,46.17,96,90,7.72,UA,1681950444
502,tromso,69.6496,18.957,42.82,93,100,18.41,NO,1681950445
503,kayyerkan,69.3786,87.7439,7.3,71,98,5.26,RU,1681950445
504,las heras,-46.5419,-68.9359,57.99,65,100,11.5,AR,1681950445
505,bac lieu,9.285,105.7244,83.64,74,53,8.63,VN,1681950445
506,carauari,-4.8828,-66.8958,78.71,83,96,3.13,BR,1681950446
507,mount isa,-20.7333,139.5,78.57,27,63,17.27,AU,1681950446
508,damavand,35.7178,52.065,51.12,50,1,1.05,IR,1681950446
509,kalawit,8.0667,122.5167,83.5,74,67,3.0,PH,1681950446
510,saint-pierre,-21.3393,55.4781,75.56,78,14,4.61,RE,1681950447
511,padang,-0.9492,100.3543,75.25,85,100,3.76,ID,1681950163
512,novaya igirma,57.1334,103.9112,16.93,82,100,9.57,RU,1681950447
513,kalemie,-5.9475,29.1947,72.34,84,26,5.37,CD,1681950447
514,chinchilla,-26.75,150.6333,72.52,46,4,9.4,AU,1681950448
515,axim,4.8699,-2.2405,79.29,85,98,3.87,GH,1681950448
516,okhotsk,59.3833,143.3,28.11,71,38,8.61,RU,1681950448
517,thunder bay,48.4001,-89.3168,39.18,38,100,8.05,CA,1681950361
518,verdal,63.7933,11.4817,37.44,79,66,1.83,NO,1681950395
519,tadine,-21.55,167.8833,81.12,73,24,5.17,NC,1681950449
520,ankang,32.68,109.0172,73.8,69,45,3.4,CN,1681950449
521,spring creek,40.7266,-115.5859,42.49,33,85,12.66,US,1681950450
522,barreirinhas,-2.7469,-42.8264,77.07,87,100,2.42,BR,1681950450
523,nuku'alofa,-21.1333,-175.2,79.14,89,75,19.57,TO,1681950450
524,katpur,21.05,71.7833,82.54,45,12,11.83,IN,1681950450
525,kostyantynivka,48.5277,37.7069,48.02,92,63,8.99,UA,1681950451
526,bargaal,11.2864,51.0773,79.0,80,31,2.15,SO,1681950451
527,chengde,40.9725,117.9361,55.65,35,100,9.53,CN,1681950452
528,slyudyanka,51.6594,103.7061,17.89,59,7,2.8,RU,1681950452
529,urengoy,65.9667,78.3667,4.15,98,94,4.68,RU,1681950452
530,la'ie,21.6477,-157.9253,84.88,59,99,4.0,US,1681950453
531,tizimin,21.15,-88.15,79.97,59,4,10.87,MX,1681950453
532,howard springs,-12.497,131.047,82.31,72,41,5.77,AU,1681950454
533,chernyshevskiy,63.0128,112.4714,14.99,83,100,5.26,RU,1681950454
534,loiza,18.4313,-65.8802,80.08,77,20,11.5,PR,1681950455
535,ar ruways,24.1103,52.7306,74.03,65,81,7.43,AE,1681950455
536,emporia,38.4039,-96.1817,77.2,57,0,24.16,US,1681950455
537,zapata,26.9073,-99.2714,84.31,58,75,12.66,US,1681950456
538,mount pearl,47.5166,-52.7813,34.84,95,100,17.27,CA,1681950456
539,weno,7.4515,151.8468,80.26,82,100,18.54,FM,1681950456
540,conceicao das alagoas,-19.9147,-48.3883,71.38,83,97,4.65,BR,1681950456
541,dhuusamarreeb,5.535,46.3861,81.19,66,98,11.63,SO,1681950457
542,pauini,-7.7136,-66.9764,76.12,85,78,1.68,BR,1681950457
543,ruokolahti,61.2833,28.8333,41.31,71,100,3.85,FI,1681950457
544,caconda,-13.7333,15.0667,60.64,81,69,3.89,AO,1681950457
545,suntar,62.1444,117.6319,24.1,88,100,7.58,RU,1681950458
546,albertina,-22.2008,-46.6158,58.17,93,92,4.09,BR,1681950458
547,spinazzola,40.9671,16.0916,44.19,89,16,3.87,IT,1681950458
548,baker city,44.7749,-117.8344,38.59,87,100,10.36,US,1681950458
549,lakatoro,-16.0999,167.4164,83.07,71,74,5.46,VU,1681950458
550,malmslatt,58.411,15.5165,32.05,80,4,1.14,SE,1681950459
551,saacow,1.6279,42.4407,78.53,83,64,6.04,SO,1681950459
552,quellon,-43.1167,-73.6167,55.65,100,100,0.0,CL,1681950459
553,wynyard,-41.0,145.7167,60.98,79,96,10.31,AU,1681950460
554,tataouine,32.9297,10.4518,68.41,50,75,5.48,TN,1681950460
555,mossel bay,-34.1831,22.146,63.57,82,71,7.25,ZA,1681950460
556,grand-lahou,5.1367,-5.0242,80.82,86,86,7.25,CI,1681950232
557,dryden,49.7833,-92.7503,39.49,33,100,12.66,CA,1681950460
558,sao joaquim,-28.2939,-49.9317,41.99,90,90,8.34,BR,1681950461
559,tamanrasset,22.785,5.5228,66.11,13,0,4.61,DZ,1681950461
560,bryne,58.7354,5.6477,47.95,69,2,0.0,NO,1681950461
561,lubango,-14.9172,13.4925,66.06,72,75,2.3,AO,1681950319
562,tucuma,-0.1833,-50.05,75.97,91,100,3.91,BR,1681950461
563,salinopolis,-0.6136,-47.3561,77.83,88,98,4.85,BR,1681950461
564,mashhad,36.297,59.6062,44.74,39,0,0.0,IR,1681950461
565,villa ojo de agua,-29.5,-63.6938,61.09,50,1,7.92,AR,1681950462
566,maues,-3.3836,-57.7186,76.19,91,90,2.68,BR,1681950462
567,souillac,-20.5167,57.5167,79.18,83,75,11.5,MU,1681950462
568,yeraliyev,43.2,51.65,57.04,22,45,19.57,KZ,1681950462
